id,name_si
2131,පණ්ඩරවැලි
2132,පප්පමෝඩයි
2133,පරප්පන්කන්දල්
2134,පරප්පුකදන්තන්
2135,පෙරියකුංචිකුලම්
2136,පෙරියමඩු
2137,පෙරියපණ්ඩිවිරිච්චන්
2138,පේසාලෙයි
2139,පොට්කර්නි
2140,පුතුවේලි
2141,සූරියකඩ්ඩයිකාඩු
2142,තලෙයිමන්නාරම
2143,තලෙයිමන්නාරම පියර්
2144,තලෙයිමන්නාරම බටහිර
2145,තල්වුපාඩු
2146,තාරාපුරම්
2147,තිරුකේතීස්වරම්
2148,උයිලන්කුලම්
2149,උයිර්තරසංකුලම්
2150,වඩ්ඩකන්ඩාල්
2151,වංකලයි
2152,වෙල්ලන්කුලම්
2153,වෙප්පන්කුලම්
2154,විඩතලතිව්
2155,මාබෝල
