Index,Sinhala Comment
355,ඉතාම කල්පණාවෙන් ඔබ සියලුදෙනා පාර්ලිමේන්තු වෙන් දොට්ට දානවා
356,දේශපාළණ සංස්කෘතිය වෙනස් කරන්න මාළිමාවට චන්දය දෙනවා
357,බර අවිය නලින්ද
358,බය වෙන්න එපා පටන් ගත්තු කාලේ වගේ නොවෙයි බාලසුරියලා අද
359,ඔය කියන හැටියට නිතිඥවරු එකෙක්වත් පාර්ලිමේන්තුවට නොයැවිය යුතුයි ඔබත් නිතිඥ සුගන්ධිකා ප්රනාන්දු ගේ හර්ධ සාක්ශියේ විඩියෝව බලන්න
360,රනිල්ව ජනපති කරගෙන මොවුන් කොච්චර කල් හිටියාද
361,සුරංගකියන්නේ එකටකඩෙියනමිනිහෙක්
362,ඉතින් අවුල්ද හොරුන්ට කඩේ නොයා හොද පාලකයෝ වෙනුවෙන් කඩේ ගියාට කමක් නෑ
363,මාළිමාව බොරු කළොත් ඔබ කියන්න ඕන නෑ අපි ඔබට කළා වාගේ දොට්ට දානවා
364,බූරුවෝ දැක්කම කණට ගහන්න හිතෙන්නේ
365,රනිල් ගේ මට පුලුවන් එක මැදපු කොළේ ගහන්න කොපමණ වියදම් කළාද මට දෙසරයක් හම්බ උනා මාළිමාවේන් එකකවත් ලැබුනේ නෑ
366,සිරසේ හීන් නූල සජබේ දිනවන්න තමයි ඇත්ත උවමනා ව සජබේ අඩු පාඩු හදන්න තමයි වැඩිපුර ප්රශ්න අහන්නේ හොඳ ට බලන්න
367,සිරස මාද්යවේදී සුරන්ග
368,ගම්පහ නියෝජණය කරමින් කොළඹ ඉන්න නිසා තමයි ඔහොම සෝදා ගියේ
369,නලින්ද ජයතිස්ස නිසාමයි අද සටන බැලුවෙමාලිමාවට ජයවේවා
370,මහා මැතිවරණයේදී හර්ෂණ කුජීතයි
371,ඒ වෙළාවේ නෙමේ තමන්ගේ නිඇමති කමයි වරප්ප්රසාදයි බේර ගන්න
372,මෙයා නියෝජ්ය විදේශ ඇමති නේද
373,කෙහෙළියටත් චන්දේ දුන්නා
374,කොහොමද මනුස්සයෝ නායකයා රැක ගන්න කියලා ජනපති මැතිවරණයේ පරාජය උන මෝඩයෙක් ජාතික ලයිස්තුවෙන් එන්නේ පරාජය වෙච්ච කෙනෙකුට ජාතික ලයිස්තුවෙන් එන්න බෑ එහෙම නීතියක් නෑ ඒබව හිටපු අමාත්ය ඩියු ගුණසේකරත් කියනවා සොලිසිටර් නාගානන්ද කොඩිතුවක්කු එය රටටම පැවසූවා
375,නියමයි සුරංගමෙයලා ඇහැරවලා තමයි සුරංගට ප්රශ්න අහන්න වෙලා තියෙන්නේ සුරංග මඩවනවාත අනික් දවසේ නිදිමත නැති කෙනෙක් ගෙන්න ගන්න
376,සිරස බොහොම ස්තූතියි කරන මාධ්ය මෙහෙවරට
377,මොවුන් අහන ප්රශ්ණත් මේ වාගේ ගම්පහ වතුරෙන් යටවන එක මාළිමාව කාලෙත් දැනුත් වෙනවා මොකක්ද මාළිමාව කරලා තියෙන්නේ කියලා අහන ප්රශ්නයි මොවුන් අසන්නේකරන්නේ
378,මාලිමාවට ජයම වේවා
379,හර්ෂණ නිකං නිදිමතේ ද මොනවද වෙලා වගේ මනෝජ් මොකුත් පිලිගන්නේත් නැත්නම් ඔය පක්ෂෙන් චන්දය ඉල්ලන්න එන්නේ මොකද පක්ෂේ ප්රතිපත්ති වලට එකඟ නැත්තම් මොකටද චන්දේ ඉල්ලන්නේ දේශපාලනය කියන්නේ මේකද
380,නලින්ද හැර රට කාපු පර බල්ලො රාජකරුනා ප්රමුක කම්බහොර හැත්ත පාහර ජඩ ඩිල්කාරයෝ එලවමු
381,හර්සන මත්පැන් බිලද හිටියේ
382,සිරස ට ආදරෙයි
383,නලින්ද ඇර අනිත් උන් පට්ට හොරු
384,සිරසක් ඇති සිරස
385,අම්මෝ මේ මාද්යවේදි ටිකආදරෙයි හාද
386,මෙතැන ඉන්න අය එකෙක්වත් කෙහෙළියගේ විශ්වාශ බංගයට පාර්ලිමේන්තු වේදි කෙහෙළියට පක්ශව චන්ද දීලා තියේද
387,අනික තව වැරද්දක් තමයි අපේ රටේ ජනතාව මද්යවේදින්ව විද්යුත්මුද්රිත පාර්ලිමේන්තුවට යවන එක මෙදා සැරේ එකෙක්වත් යවන්න එපා ඇරිය එකෙක්වත් එය ඔප්පු කළේ නෑ
388,මාලිමාවවේ එවුන් එනවා කියන්නේ විවාද වලට අනිත් උන් ඔක්කොම රෙදි නැතිව දුවන්නේ මාලිමාවේ ඔක්කොම එලකිරි සෙට් එක
389,සිරසේ මාධ්යවේදීන් මරු පට්ට ඒ අතර සුරංග සුපිරි
390,අර රාජපක්ෂ ගු මුල මැද අග රසයි කියන මනෝජ්
391,හර්ශණ සජිත්ට කර ගහන්න උනේ කියන්න උනේ නෑ හර්ශණ ඔය අයට කර ගහන්න උනේ සජිත්ගේ කරුමේ තාත්තා උතුරු නැගනහිර පොළීසියේ වළ පල්ලට ගියා අම්මාට පැන්ශි එකට වැඩියි සජිත්ටත් පැන්ශොන් අපිට තාත්තාගේ පුටු රෝගෙත් මතකයි ජනපති මැදුරේ පිංතුරුත් මතකයි උස මිටි සිකියුරිටිත් මතකයි බාල සුරිය කළබල නොවන්න ටිකක් කල් දෙන්න නාලින්ද කළ බළ නොවන්න අපි මහ මැතිවරණ එනකන් ඉදිමු අපි නම තියන්න ගිණිස් වාර්ථාවකින් බළයට දානවා අපට සේවය කරන්න සැප කාර්වල යනෆුට් නෝට් ගහන පැට්ට්රල් ශෙඩ් බාර් ගහපු අයත් ඔතන ඔය වාගේම පසුගිය ජනපති මැතිවරණයේ සටන වැඩසටහණේ අද ජනපති අනුරකුමාර පොරොන්දු වෙච්ච දේ කළොත් ඒ ඇති
392,වැඩසටහන අහවර වූවාට පසු නලින් ඇරුනුකොට අනෙක් තිදෙනාගෙ ආසන හෝදන්න උනා සිරස කාර්යමණ්ඩලයට ආයුබෝවන්ඩ
393,නලින්ද සහෝදරයා නිසා බැලුවේ ජයවේවා
394,පොහොට්ටුවෙන් අලුත් හොරු ටිකක් දාලා මහ හොරා ජාතික ලැයිස්තුවෙන් එන්න ලෑස්තිය
395,මාලිමාවට ජයවේවා
396,මේ හොර කල්ලි රට විනාශකරන්න සැලසුම මාලිමාවට ජන්දෙ දිපල්ල
397,ජයවේවා
398,සිරස
399,ඇත්තටම මීට පෙර අපි මේ වගේ වැඩ සටහන් බලන්න කැමැති නෑ සුරංග මාධ්ය වේදියා එල්ල කරන ප්රශ්න වලට අහන් ඉන්න ආසයි අනික මාලිමාවේ කවුරු ආවත් උත්තර දෙනවා අනිත් හොර තක්කඩි ඔක්කොම එකයි
400,අණඩුවටකඩෙයන්නාකීයරතීල්කීයන්නේමහාහොරේක්උසහාමයීනාතමයීරටවීනස්කරපුඋන්දැන්ඇවීත්බයීලාගහනවාමහාමැතීවර්ණයේණතෝපීහීයලුදේන්මගේදරයවන්නාඔනා
401,නලින්දසහෝදරයා හර්ෂන රාජකරුනාගේ කමිබුල අතගාලා එන්න තිබුනේ මාලිමාවෙ මන්ත්රි දුර පන්නනවා මාලිමාවට ජයවෙිවා
402,සාජීත්වෙනුවෙන්කඩෙයන්රජකරැණකීයන්පෝන්නයාතෝපීඵදාඉදල්මඩගහනවාතෝපේමහාඵක්ගේමහාඵකතමයීමීතීමැරැවතරමමැරැවෙඔයාකීයන්ගමන්කීයපන්රෝහණවීජේවීරමැරැවෙකවූදකීයලාකීයපන්බලන්නා
403,එක හිටියත් හරියට උත්තර දුන්නා
404,අවුරුදු ගානක් බලන් හිටිය සටන අවසන් කරනකොට අවසන් කතාව මාලිමාවෙ කෙනෙක් කරනකන් අද ඒක දැක්ක සතුටුයි හදමු රට අපි එකට
405,සිරාවටම මාත්
406,ඇයි ඒ මීට කලින් මාලිමාවට ඒ අවස්ථාව හම්බුනේ නැත්තේ
407,ඒ අවස්තාව හම්බෙන්නෙ ආණ්ඩු පක්ශයෙ නියෝජිතයට
408,හත්තිලව්වේ මෙහෙමත් රෙදි ගැලවීමක් සුරංග ඔයා සුපිරි පොරක් ඈ
409,නලින්ද ජයතිස්ස ඇරෙන්න අනිත් උං තුන්දෙනාව හම ගහන්න ඕනේ ජනතාව ගොන්නු කියලා හිතාගෙන කරනවට
410,මනෝජ් මැතිතුමාට ජයවේවා
411,නලින් ඔබට ජය සිරස මාධ්යවේදීන් නියමයි
412,සජබෙයි සිලින්ඩරෙයි අපේක්ශකයො පිටිපස්සෙ ඉන්න සෙට් එකේ හැසිරීම් වලින් පේනෝ ඒ පක්ශ වල ගොන්කම මාලිමාවට ජය වේවා
413,මනෝජ් කියන්නේ සරලව පරයෙක් පොර කොහොමත් පරදිනවාකෑගල්ලේ ජනතාව බාලසූරිය වගේ පුතිපත්තියක් නැති හරක් පාරිලිමේන්තුට එවන්න එපා
414,සජබේ එකා බීල
415,ඩබල් පොකට් සුරංග
416,ජය වේවා
417,නලින්ද සහෝදරයා ගේ පැහදිලි කිරීම සුපිරියි අනිත් දෙනා කෙපර ගහනවා ඕවට මිනිස්සු රැවටෙන්නෙ නෑ
418,අපි අවුරුදු රට කෑව දැන් එක මාසෙන් දෙකින් ගොඩදාන්න ඕනැ සජබෙ පට්ට ගොනාගෙ අදහසක්
419,අපොයි හර්ෂණ ඔයා සරච්චන්ද්රගෙ පුතා කියල දන්නව හැබැයි දන්නෙ ලීමඩු කොරාපු මිනිහගෙ පුතා කියල නෙමෙයි මනත්රි සරච්චන්ද්රගෙ පුතා කියල මිනි මරන්න උදව් කොරපු මන්තිරිගෙ පුතා කියලගිහින් කියව ගන්න මාලිමාව කියන්නෙ ජවිපෙ කියන්නෙ මොක්ද කියල ට යට අැයි ජවිපෙ නයාට අඳු වගෙ උනේ මොකද එදා ජවිපෙ විතරයි යට යට විරුද්දව කෙලින් හිට ගත්තෙ
420,ඔය පවුල් දේශපාලනය කියන දේ ආවේ රාජපක්ශගෙ එවුන් හොරකම් කරන්න පටන් ගත්ත එකෙන් අවංකව ප්රතිපත්තියක් විදියට යන්නෙ මාලිමාව විතරයි කිව්වොත් කිව්වා සමාවක් නෑ නීතිය කාටත් එකයි
421,නිතිඥයන් තමා රට පටලවන්නේ ඒ ඔවුනගේ පක්ශ හා ඔවුනගේ පුද්ගළික වාසියටයි ඒ නිසා රට බංකොළොත් මහා බැංකුවේ හොරකම පැත්තකට දැම්මත් රට බංකොළොත් කරා කියලා ශ්රේෂ්ඨාධිකරණය තීන්දුවක් දුන්නා හර්ෂණ ඇග පතේම ගා ගන්නවා
422,තනි වචනයෙන් කිව්වොත් මනෝජ් කියන්නෙ සක්කිලියෙක්
423,අම්මෝ ඔව් පුතාට දනෙණවා තත්තා ලබපු සැප ඒකයි පුතාත් එන්නේ වසර ක් ඕකයි උණේ මුංව පන්නා දැමිය යුතුයි
424,සිරස නියමයි හොරු ගෙන්වල නාවල යවනවකෙහෙලියගෙන් නාඩිය වැඩසටහනක අනුරාධපුරයේ දුවෙක් අහන්නෙ අපේ අම්මලගෙ තාත්තලගෙ මුදල් හොරා කන්න ලැජ්ජ නැද්ද පිලිකුලක් නැද්ද කියල අද බලන්න කෙහෙලිය ඇල්වතුර බෙහෙත් වෙනුවට ගෙනෙත් උන්ගේ විනයක් නැති ප්රතිපත්ති මේ හැමදේටම මුල් කාරනයයි
425,අද නේ මේ නැදෑකම් දැණ ගත්තේ හොරකම් හෝ වැරදි කරා නම් මුං බේර ගන්නවා මාර නාටකය මුංව සදහටම දේශපාළණයෙන් සදහටම අතු ගා දැමිය යුතුයි නේද මිත්රවරුණි මුංගේ ඇපෙත්නැති කරමු
426,අම්මෝහර්ෂණා ප්රේමදාස ජනපති කාළේ ඔයා පොඩ්ඩෙක් වෙන්න ඇති අපිට මතකයි ප්රේමදාස රජ පවුල පුටුවත් මතකයි හේමා ප්රේමදාසට පැන්ශොන් යි සජිත්ට හෝ ක්
427,පවා දීමක් වෙන්ඩ පුලුවන් මුංව හම ගහන්න එපාය
428,සුරංග මහත්තයො ඔහොම යමුමාලිමාව දිනලා ඉවරයි
429,බාලසුරියට යන එන මං නෑ පියාවත් මෙටා පවා දෙනවා
430,මොන විදම් කරන ගානද ඒක විහිලුවක් රනිල්ගේ මැදපු කොළේ දෙසරයක් මට පොස්ටු ලැබුණා ඒවාට කොච්චර සල්ලි යන්න ඇද්ද මට පුලුවන්
431,පොහොට්ටු එකා සජබික්කෙනයි එක්කෙනයි පට්ට බොරු කියන්නේ
432,පොහොට්ටුවේ අලුත් මූණුත් පරණ උන්ගේ රූකඩ
433,ගෑස් එකට දැම්මම ඇපත් නෑ
434,හර්ශණ ගේ චන්දේ කොට උඩ
435,පොහොට්ටු ගොට්ටා නෑවා තාජුඩීන් ගැන කියන්න ගිහින් ඌ රාජපක්ශ ගොට්ටෙක් කියලා රටම දැනගත්තා ඌ හොරකම් අහු නොවෙන්න කරා කියලා අධිකරනයේ නඩු අහන නිසා දන්නවලු හැබැයි ඝාතන ගැන දන්නෑලු
436,පාර්ලිමේන්තුව මාලිමාවෙන් පුරවමු
437,සුරංගය අරූට කෙල නැතුව අරිනව යකෝ
438,අපි සිරස නාලිකාවට බෝම්බ ගහපු එකත් එලියට ගන්නව පොඩ්ඩක් ඉන්න
439,දන්එවින්ට දීලා කෙලවගත්ත මදෑ හොර හැත්ත
440,අනිවාර්යයෙන් ම හොඳ වැඩසටහන ක්දේශපාලන දූෂණය වන්චාව හොරකම හොඳ ට නොබියව ඉදිරිපත් කරන වැඩසටහන ක්ඇත්ත ටමමිනිස්සු ව දැනුවත් කිරීම ගැන ගෞරවය කරනවා හොඳ ම දේශපාලන වැඩසටහන් තමයි සටන ටෙලිවැකිය ගෞරව කරන වා
441,සුරංග පට්ට ආදරෙයි ඈ
442,අර හර්ශන කියන ගොබ්බයා ඌ කියන දේ ඌ දන්නෙත් නෑ පයිතකරස් ගෙන්නන්න වෙනවා ඌ කියන ඒවා විසදන්න
443,මන් මේ තරම් කාලයක් හිතා ගෙන හිටියේ හර්ෂණ කියන්නේ යාම මට්ටමකට හොද කෙනෙක් කියලා මූ කතා කරපු විදියට කීයටවත් පාර්ලිමේන්තු එවන්නෙපා කිසිම වැඩකට නැති එකෙක්
444,සුරංග
445,සජබෙ නියෝජනය කරන බත් කන හරකා දන්නේ අනුන්ගේ බේසම් හෝදන්න විතරයිඋන් ඉන්නකොට හැමනුනාද අවජාතක බල්ලෝ
446,රාජකරුණා ල රාජපක්ෂලා ට චොදනා කලාට නෑකම් කියනවා නිපුනනෑයෙක් මෙතුමා ගෙ පලතුරු වතුවල තිබෙන අස්වැන්න අවුරුදු පතා මහින්ද ගෙ නිවසට වාහනයක් පූරොවල යවනව මෙහි තෙරුම ෂෙප එකයි පාරයි
447,පොහොට්ටුවෙන් සහ සජබෙන් ඉල්ලන දෙන්නට ඡන්දය දෙන අය දෙපාරක් හිතලා බලන්න අපිට අපේ රට වැටිලා තියෙන අගාධයෙන් ගොඩ ගන්නට ලැබුණ අවසන් අවස්ථාව අපේ දරුවන්ට දුකක් කරදරයක් නැතුව සතුටින් ජීවත්වෙන්න හොද රටක් ගොඩනැගීමටමාලිමාවට පාර්ලිමේන්තුවේ බලය දෙන්න එයට ඔබගේ වටිනා ඡන්දය දෙන්න
448,හර්ෂණය නමි කිවිව මාධ්යය වෙිදය කතා කරන්න ගිහින් ඇග සේරම හර්ෂණය ගුගාගත්ත අදත් උෟට කලිසමෙි ගිහිල්ලවගේ පෙනෙන්නෙ
449,මෙිකනේ තාත්තලා අාණ්ඩුවෙි සල්ලි වලින් ගන්න අසීමිත සැප පුතාලට දුවලට පේනවා ඔවුනුත් එ් සැප ගන්න දේශපාලයට එනවා අැයි උන්ට ඡන්දය දෙන ගව සමිපතකුත් රටෙි ඉන්නවානේ෴
450,සැප ගන්න රනිල් ලගට ගිය තාරක නිකන් පච වෙනවා෴ පවි අයියෝ
451,අය්යෝ සුරගපව් අනේ මේ පවුලේ කට්ටිය
452,මනෝජ් ගමගේ හොර බෙහෙත් මගඩියට සමිබන්ධයි කියල වාර්තා පලවුනා නේද
453,තවත් ලැජ්ජ නැතුව කඩේ යනවා සක්කිලියක් වූ මුන්ව පාර්ලිමේන් යවන්න ඕනේ
454,නලින්ද ජයතිස්ස සහෝදරයා
455,නලින්ද ගෝඨාභයටදිලාගියෙත්බංකොලොත්රටක්පුලුවන්තරමි මඩගහලා දැන්ඔයාලටදුන්නෙබංකොලොත් රටක්ලු ඇයිබොරැකියලාබොරැකියලාඅරගත්තෙ
456,කාලකන්නි හොර ඇත
457,හිනා කාලා පන යනවාඅපි කරන සියලුම දේ ගැන වගකීමකින් කටයුතු කළානම් මෙයාලා මෙහෙම අමාරුවේ වැටෙනවද බලය ඇති කාලේ බලය අනිසි ලෙස පාවිච්චි කිරිමේ විපාකය
458,නලින්ද සහෝදරය ආදරෙයි
459,හරක් ටික නතර කරල වටිනා වැඩසටහන
460,කවදත් මුලු වැඩසටහනම බලන එකම දේශපාලන කතිකාවත
461,ප්රේමදාස හේමා ප්රේමදාස සජිත් ප්රේමදාස ජලනි ප්රේමදාස සජිත් ගෙ සහෝදරිය ඇගේ සහෝදරයා පවුල් දේශපාලනයට උදා හරන
462,පුළුවන් ආසාවෙන් හිටියා දෑසින් දකින්න අහම්බෙන් දි නුවරඑළිය සඳගලතැන්නෙදි එකම වගේම දුවමම ඇහැට දැකල නැතිවුනත් ඇය අපේගෙදර ඇවිත් තියනවසිරසෙ සැමට තෙරුවන් සරණයි ජයවේවා
463,දැන්නම් මුන් කතා කරන කතා කරන ගානේ ජන්ද කැඩෙනෝ කටවහන් ඉන්න තරමට හොදයි නැත්තන් පවුල් දේශපාලනය කෙසේ වෙතත් පවුලේ ජන්දවත් නැති වෙයි
464,එක විතරයි බෝඩ් උස්සගෙන ඇවිල්ල නැත්තෙ
465,දුන්නොත්හොදටහිටියිබොරැකයිය
466,තාරක අතේ පත්තුවෙන බොරු දැම්මේ ඇයි
467,බොරැතර්ක ඔිනානැහැ පවුල්වල වෙනත්අයටදේශපාලනය කරන්නබැරිවිදියට පනතක්ගෙනැත් පවුල්දේශපාලනය අවසන් කරන්නදැන්පාලනය ඔයාලගේ
468,රාජපක්ෂ පව්ල ගැන මුන් එකේ එකම පව්ලේ ගැනීයි මිනිහයි ඉල්ලන ඒක කතා කරන්නේ නෑ ඒවා අහගෙන බිම බලාගෙන ඉන්නවා සිරස කලින් මහින්දට කඩේ ගියා දැන් එකට කඩේ යනවා
469,යකො ඒක උත්තර දුන්නා දැක්කෙ නැද්දබාගෙට බලලා පුම්ක දෙන්න එපා
470,ඉස්සර වෙලා කියන දේ තේරුම් ගනිම් මනුස්සයෝ
471,ඇරෙන්න අනිත් හැම එකෙක්ම උතර දෙද්දි බක් බක් ගනවා විතරයි ප්රමුඛ මාලිමාවට නැවතත් ජය
472,රාජකරැනාහරිඅපිටවැරදුනාඔබහරිඅපිමෙිිගමනබුද්දිමත්බොරැමඩවලටඅවුවෙන්නෑ කයිරාටික වචනවලටඅවුවෙන්නෑ බිත්තරරේටත්අවුඋනාකෝබිත්තර හොරාමෙිිබොරැකයියසජිත් ජයනියතයි
473,උබලා නම් මහ සෝනාලාම තමයි බන්
474,මහසෝනා වෙසිගේ පුතා කොහොමත් තොපි ලැ සජිත් අන්දරේ ගු වෙන්න පරදින්නේ තොපිට සිත නිවන කතා කිය කිය ඉන්න වෙන්නේ නොවැම්බර් වෙනකන් විතරයි
475,නායකයා පුතාණෝ නේ බං
476,යකෝ පොහොට්ටුවෙ ජාතික ලය්ස්තුවෙ හැන්ගිලා ඉන්නෙ පරන හොරු සෙට් එක්ම්මය්
477,මම මේ වැඩසටහන බලන්නෙම සුරංග නිසාමොකද දේශපාලනඥයන් ඉදිරියේ ඔහුගේ මේ සෘජු ප්රශ්න කිරීම ඉතාම විශිෂ්ටයිසුරංග ඔබට ජය෴ ආදරෙයි බොක්කෙන්ම නලින්ද ජයතිස්ස සහෝදරයා ඔබටත්
478,එකෙන්ම සුපිරි චරිතයක්
479,මමත් එකෙන්ම
480,ප්රජාතන්ත්රවාදය කන්නද ඕන කිව්ව එකත් ඇවිල්ලා නේද
481,මමගියගමනසිලින්ඩරේටචන්දේ දුන්නේ මෙිිගමන සජබෙටචන්දේ දෙන්නේසජිත් අගමැති කරනවාමයිජයනියතයි මෙිිහැමෝමඅපිරැවැටිිටුවා සජිත් අපේදුප්පත් පාසල් දරැවන්ට කරපු සේවයටගෟරැකරනවාවෙනකිසිකෙනෙක්අපේදරැවන්ට ටොපියක්දිල නෑ
482,ඉදලා හිටලා හරි බත් ටිකකුත් කාපන් එතකොට ඔහම හිතෙන්න නැ
483,ටොපි දුන්නෙ පොඩි උන්ට නෙවෙයි මහ එවුන්ට උන් ඒවා කාලා දැන් ඉන්න පොඩි උන්ටත් ටොපි ඉල්ලනවාඅනේ මනුස්සයා හිතපන් දරුවොන්ගෙ අධ්යාපනය ගැනසෞඛ්ය ගැනතවම හිතන්නේ නිකන් කන්ඩ දෙන එක ගැන තමයිඔය පිස්සාව අගමැති කරන්න අනිත් මිනිස්සුන්ට පිස්සු නෑ
484,අනිවාර්යයෙන්ම මාලිමාව
485,හැම එකාටම තියෙන්නෙ රාජපක්ෂ බිතිකාව දැන්වත්උඹලාගෙ බයනැතිකරගනිල්ලා
486,සජබෙ එකා බීලා වගේ ඉන්නෙ වෙලා වගේ ප්රශ්නෙකට උත්තර දෙන්නෙ අනිත් ඩබල බොරැමයි කටලින්නෙ හොරු සමග හෙලුවෙන් වගේ එක තමා කවදත් එකට කතා කලේ
487,යකෝ බලන් ගියාම මාලිමාව හැර හැම පක්ෂයකම බලාන ගියාම අනෙක් පක්ෂ බදාන මහජනයගේ මුදල් බෙදාගෙන හොරා කාලා තියෙන්නේමම හිතාන හිටියෙ රාජපක්ෂලාගේ අයියලා මල්ලිදරුවොයි විතරයි කියා යුඇන්පිපොහොට්ටු සජබ නිදහස් පක්ෂ යන හැමපක්ෂයක්ම ගත්තොත් එක ලේ පරම්පරාවක් තමයි හොරාකාලා තියෙන්නේ
488,රාජපක්ෂලාගේ රනිල් සජිත් වගේම උන්ගේ දේශපාලු කබරයෝ එකට තියා පරාජයට පත්කිරීමට මාලිමාවේ ජයග්රහණය සදහාම එකතුවෙමු
489,අනේ හර්ශ ගම්පහ කන්න එපා ප්ලීස් බැගැල යන්න
490,හර්ෂණ ඒකියන්නේ ඔයාලා හෙලුවෙන්ද
491,තාරක පාර්ලිමේනිතු යවන්න එපා කෑගල්ල අය
492,නලින්ද හැර අනිත් උං දේශපාලන හිඟන්නොවරකො චන්දෙ ඉල්ලගෙන තොපිට එකට තියල අරින්ඩ ඕන
493,නලින්ද අපි ඔබට මාරම ආදරෙයි හොදේ
494,අපේමාමාචන්දේ දුන්නයිකියලවෙඩිතියලමැරැවාඒවාත්හොයන්නබැරිද
495,මාගේ මාමා වත් ප්රෙමදාස කාලේ ප්රෙමදාස ඝාතනය කරා එවා ගැනත් හොයනවා
496,ජවිපෙ එකට වැටුනට සමහරවිට ඔයාගේ මාමා මරන්න ඇත්තේම යූඑන්පී ආණ්ඩුව ඒමයි උනේ ගොඩක් ඒවා හැබැයි මාමා මැරිලා දැන් අවුරුදු ක් ගිහින්එච්චර ගිහිල්ලත් අනේ බලන්න බෑණාට මතක තියෙන හැටි පහුගිය ටිකේ තිබුනෙ ඔයාලගෙම ආණ්ඩු අපරාදේ හැහැයි ඒවාගෙන් මාමාට සාධාරණයක් කරගන්න තිබුනා කමක් නෑ බුදියන් ඉඳලා හරි දැන් නින්දෙන් ඇහැරුණ එකට අපි හොයමු සාක්ෂි දෙන්න ඔයා ඉන්නවානෙ
497,ඔයාගෙ මාම විතරක් නෙවෙයික් තරුනයො මැරුවබල්ලො බලල්ලු වගේඒවත් හොයන්න ඕනෙ
498,පවු අර මනෝජ්නිකාන් පච වෙනවා පොර දන්නේ නැද්ද දන්නෙ නෑ බලය ගන්ඩ රාජපක්ෂලා රට පුරා බොම්බ පුපුරලා මනුස්සයෝ මැරුවා කියලා
499,නලින්ද හැර අනිත් පයො තුන් දෙනාටම රෙවිල ඉන්නෙ ඔය කැයොන්ට පුට පයින් ගහල එලවන්ඩ ඕන වේගි පුතාල
500,අර කාලකන්නියට අත්පුඩි ගහන තවත් කාලකන්නි සෙට් එකක් ඉන්නවා
501,මමරාජකරැනානිසයිමෙිිවැඩසටහනබලන්නේඔහොමබලන්නගියොත්අපිටදෙමලයිමුස්ලිමිි එඋනුයිඋන්ඔක්කොමනෑයෝවෙනවාඅනේපලයන්බංයන්නසජිත් පාසල් දරැවන්ට කරපුසේවයකතාකරපන්ගල්මුසලයෝ ඒකත්දෙන්නබැරි වෙන්නනිතියක්දැමිිමානේඔයඑකෙක්අපේදුප්පත් පාසල් දරැවන්ට ටොපියක්දිල තියනවාදමෙිිරටෙිිමඩදේසපාලනෙ රජකරන්නේමිනිසුන්ගේමොලවිකුර්ති කරලවටිනාමිනිසුන් වටිටනවාකයිරාටිකයාජයගන්නවා හිරිකිතයි
502,හරි හරි සජියා ඉස්කෝල ලමයින්ට උදව්කලාඅපි පිලිගන්නවාඅපිට ප්රශ්නයක් තියෙන්නේ සජිත් ඒ සදහා සල්ලි හොයාගත්තේ කොහොමද කියල ඇයි කවදාවත් කියන්නෙ නැත්තේඒවා ගත්තෙ බුකීරේස් කාරයන්ගෙන් නේදඒක පක්ෂයෙ උපසභාපති මාෂල් ෆොන්සේකා පවා කියුවා නේදඇයි ඒවට උත්තර නොදුන්නේඑතැන මොකක් හරි ගැටලුවක් තියෙනවා නේදටිකක් ගැඹුරට හිතලා බලපාන් මචංමොකද අපි පක්ශ පාට කණ්ණාඩිය දාගෙන නෙමෙයි මේවා දිහා බලන්න ඕනේ මොකද එහෙම එක එකාගෙන් සල්ලි ගත්තාම බලය ගත්තු දවසට උන්ට වරදාන වරප්රසාද දෙන්න ඕනේ නේදඑතකොට ඒ සදහා අපි නේද බදුහරහා සල්ලි දෙන්න ඕනේ ඉතින් මචං අපි බුද්ධිමත්ව හැමදෙයක් ගැනම හිතන්න ඕනේමොකද එයාලා කරන හැමදෙයක්ම වෙනුවෙන් අපිම තමා අපේ සල්ලි බදු වශයෙන් ගෙවන්නෙඅන්න ඒවා ගැන ටිකක් හිතපන් මචංඒක රට වෙනුවෙන් මම කරන ඉල්ලීමක් මචං
503,කරපු දෙ වල කරානම් මරනිය දන්ඩනය තමයි ලැබෙන්නෙ
504,මරු මරු සුරංග
505,නලින්ද එනවා කියන්නේ අනිත් උන්ගේ රෙදි ගැලවෙනවා හොදට
506,හර්ශනයට කටේ පිට්ටු හිර වෙලා වගේ බග් බග් ගානවා
507,සුරංග මහත්මයා
508,නලින්දඇර ඔයඅපතයෝ තුන්දෙනාම හොරතක්කඩි පල්හොරැ රැලක් සිරස නියමට කරනවා සුපිරි
509,න්ලින්ද ඉන්න නිසාමයි බැලුවේ
510,දූෂණයේ පියවරැ මහින්දලා නේද මනෝජ් බබා
511,නය නෙවි කෙහොමද වෙච්ච රටක් ගෙනියන්නෙ වත් තාම නයයි එත් ව නය ගෙවනවා හැබැයි වේ පාලකයො හෙරකන් කරන්නෙනැ ලන්කාවෙ වගෙ ආන්ඩුව නය ගත්තට එ නය හොරකන් කරන්නෙනැ සමහර හොරැ දැන් ඉල්ලන්නෙත් නැනෙ අනිත් හොරැට එන්න දෙන්න එපා
